age,education,gender,univ,prog_year,agreeableness,conscientiousness,performance
43,2,2,NA,2,4.4,3.6,4.0
47,5,2,NA,2,5.4,4.2,3.5
42,3,2,NA,2,4.4,3.4,4.6
37,3,2,NA,2,3.5,3.5,3.5
52,2,1,NA,1,3.6,3.4,3.8
45,3,1,NA,1,4.0,3.8,3.8
48,5,2,NA,2,4.4,3.2,3.0
45,4,2,NA,2,4.4,2.2,3.6
60,2,2,NA,2,5.0,5.0,6.0
48,3,2,NA,2,5.2,5.0,5.2
53,2,2,NA,2,4.6,3.8,4.6
59,4,2,NA,2,5.4,5.4,4.6
40,3,1,NA,1,5.4,3.8,4.2
66,NA,2,NA,2,4.6,3.8,3.8
48,5,2,NA,2,5.4,4.6,4.0
41,3,2,NA,2,4.6,6.0,5.4
56,3,1,NA,1,5.0,5.4,5.4
70,5,2,NA,2,5.0,5.4,3.0
60,3,2,NA,2,6.0,5.0,3.8
66,3,2,NA,2,6.0,3.6,4.4
31,3,2,NA,2,6.0,5.6,5.0
58,3,2,NA,2,6.0,5.2,6.0
42,3,2,NA,2,4.0,3.0,3.4
36,1,1,NA,1,4.4,4.5,4.4
35,NA,2,NA,2,3.4,3.0,1.0
39,2,1,NA,1,4.4,5.4,4.6
40,1,2,NA,2,3.8,3.0,3.4
49,5,2,NA,2,4.8,3.0,3.4
45,3,2,NA,2,5.2,4.8,4.6
45,3,1,NA,1,4.6,3.2,2.6
45,3,1,NA,1,4.2,4.0,3.0
41,3,2,NA,2,4.2,3.4,4.0
39,3,2,NA,2,3.8,3.0,1.4
60,3,2,NA,2,5.6,3.4,3.0
39,3,1,NA,1,5.4,5.25,5.4
58,4,2,NA,2,6.0,5.6,5.0
42,3,2,NA,2,5.4,2.0,5.6
63,4,2,NA,2,5.4,3.6,4.2
56,4,2,NA,2,3.4,5.0,5.6
106,2,2,NA,2,4.2,3.8,3.0
44,4,2,NA,2,4.6,3.0,5.0
37,1,2,NA,2,2.6,5.8,3.2
53,4,2,NA,2,5.2,5.0,4.8
46,5,2,NA,2,2.6,5.2,1.8
44,1,2,NA,2,5.2,3.6,3.8
41,4,2,NA,2,5.6,3.4,5.8
38,1,2,NA,2,2.8,5.8,4.8
70,4,2,NA,2,4.8,2.4,4.8
40,3,1,NA,1,2.8,3.8,3.0
79,4,2,NA,2,5.4,2.4,5.0
39,3,2,NA,2,3.6,2.0,3.8
40,3,2,NA,2,4.6,4.6,4.8
39,3,1,NA,1,3.8,3.6,3.4
39,3,2,NA,2,5.75,4.4,5.8
40,2,1,NA,1,4.6,3.4,4.8
44,5,2,NA,2,4.4,4.4,3.8
38,3,1,NA,1,4.8,4.4,3.4
35,NA,2,NA,2,5.4,4.4,3.8
64,2,2,NA,2,4.2,4.4,5.6
52,3,2,NA,2,5.8,4.6,5.6
47,5,1,NA,1,5.2,4.6,3.6
79,5,2,NA,2,5.8,3.8,4.2
40,2,2,NA,2,4.8,3.6,4.2
74,2,2,NA,2,4.6,2.0,5.0
45,5,2,NA,2,5.4,2.0,5.6
63,2,2,NA,2,5.6,6.0,5.0
40,2,1,NA,1,2.4,2.2,1.2
40,3,1,NA,1,4.0,3.2,3.8
48,3,2,NA,2,5.6,4.2,3.4
58,4,1,NA,1,3.4,3.4,3.4
43,4,2,NA,2,2.6,4.4,3.8
46,3,2,NA,2,3.6,4.4,4.0
51,4,1,NA,1,4.8,3.4,4.8
73,2,2,NA,2,4.8,3.0,4.0
65,5,2,NA,2,5.0,4.2,4.8
40,4,2,NA,2,5.2,3.8,4.6
72,5,2,NA,2,5.4,5.0,4.8
39,1,1,NA,1,2.6,3.0,1.0
51,1,2,NA,2,4.8,3.8,5.0
38,3,2,NA,2,3.6,4.8,4.0
43,3,2,NA,2,4.0,3.0,3.6
38,3,2,NA,2,5.4,5.2,4.4
49,4,2,NA,2,5.4,2.2,4.8
66,5,1,NA,1,5.4,5.4,4.2
78,5,1,NA,1,3.8,4.0,4.4
58,5,2,NA,2,5.6,4.6,4.4
47,5,2,NA,2,2.2,2.4,2.2
61,5,2,NA,2,5.6,5.2,5.2
78,1,2,NA,2,5.4,3.2,4.0
54,4,1,NA,1,5.6,5.8,5.6
40,3,2,NA,2,4.75,4.8,1.4
53,5,2,NA,2,4.8,4.0,5.6
39,3,1,NA,1,3.4,4.8,4.2
38,3,2,NA,2,4.6,3.8,4.0
40,3,2,NA,2,4.6,1.0,3.4
47,3,2,NA,2,5.0,3.2,5.2
40,3,2,NA,2,5.4,5.2,5.2
51,3,2,NA,2,5.0,4.4,5.8
52,5,1,NA,1,2.6,1.2,2.4
52,5,2,NA,2,5.2,3.6,2.6
65,2,1,NA,1,5.0,5.0,4.2
37,NA,2,NA,2,3.6,2.8,2.8
59,5,1,NA,1,4.0,3.2,3.75
55,1,1,NA,1,4.8,3.2,5.2
46,5,2,NA,2,5.8,4.8,3.8
49,5,1,NA,1,3.4,2.4,4.4
48,3,2,NA,2,6.0,3.8,4.8
46,3,2,NA,2,5.8,4.6,5.8
46,3,2,NA,2,5.0,2.8,4.4
32,NA,2,NA,2,3.4,3.0,1.8
41,2,2,NA,2,5.0,5.5,4.0
50,5,1,NA,1,4.0,4.0,2.8
63,2,1,NA,1,5.0,5.0,4.4
58,2,1,NA,1,4.0,2.4,4.6
39,3,2,NA,2,4.6,5.2,4.2
42,2,2,NA,2,4.8,2.4,2.4
54,4,2,NA,2,4.0,5.0,4.0
40,3,1,NA,1,4.4,2.8,2.25
46,3,1,NA,1,4.4,4.8,5.2
65,5,1,NA,1,5.4,5.4,5.0
51,1,1,NA,1,4.2,3.0,2.4
60,5,1,NA,1,5.4,3.8,5.4
40,3,2,NA,2,4.8,4.4,3.6
81,2,1,NA,1,3.6,4.8,3.2
38,1,2,NA,2,3.8,4.0,2.0
69,3,2,NA,2,5.4,4.8,4.4
58,4,1,NA,1,4.4,4.6,4.6
36,NA,2,NA,2,3.0,4.8,2.6
47,3,2,NA,2,5.0,5.5,4.6
58,4,2,NA,2,6.0,5.0,5.6
48,1,2,NA,2,5.8,4.8,4.6
40,3,1,NA,1,4.4,5.6,6.0
63,5,2,NA,2,5.8,5.75,3.8
49,5,2,NA,2,4.0,4.0,2.6
39,1,2,NA,2,4.6,3.6,3.0
59,3,1,NA,1,3.6,3.6,4.0
39,2,1,NA,1,5.2,4.2,4.6
38,3,1,NA,1,4.8,5.2,4.0
38,3,2,NA,2,2.8,4.2,5.6
58,5,2,NA,2,4.2,3.8,5.4
54,4,2,NA,2,4.8,4.2,4.4
65,4,2,NA,2,6.0,4.6,5.0
37,NA,2,NA,2,4.4,4.8,4.4
38,3,1,NA,1,3.6,3.6,3.6
57,3,2,NA,2,3.4,4.8,4.0
44,3,2,NA,2,3.4,4.8,4.6
49,3,1,NA,1,4.2,4.4,4.4
80,5,2,NA,2,5.2,4.6,5.2
45,3,2,NA,2,6.0,6.0,4.4
52,2,2,NA,2,3.4,4.8,4.4
41,1,1,NA,1,4.8,5.0,3.8
46,2,1,NA,1,5.8,3.4,4.8
63,5,2,NA,2,5.0,4.6,3.6
45,4,2,NA,2,5.4,3.6,4.4
45,4,1,NA,1,4.6,3.4,3.8
40,3,2,NA,2,4.2,4.4,4.8
39,3,1,NA,1,5.6,5.6,6.0
48,5,2,NA,2,5.2,3.8,4.8
43,3,1,NA,1,3.2,5.2,4.4
43,4,2,NA,2,5.0,4.2,5.2
37,1,2,NA,2,5.4,3.6,4.2
39,3,2,NA,2,5.0,5.4,5.4
40,1,2,NA,2,4.4,2.0,2.0
80,5,1,NA,1,5.0,4.0,4.0
60,4,1,NA,1,5.0,3.4,2.0
39,3,2,NA,2,4.2,5.2,4.6
38,3,2,NA,2,4.6,3.6,4.4
41,1,2,NA,2,4.2,5.0,1.8
69,3,2,NA,2,5.4,3.6,3.8
44,1,2,NA,2,4.2,5.2,3.4
40,3,1,NA,1,4.6,5.2,4.8
40,3,2,NA,2,5.0,3.8,4.2
48,5,2,NA,2,4.0,3.8,3.8
44,3,2,NA,2,4.5,4.4,4.6
56,5,1,NA,1,4.5,4.0,3.8
40,3,2,NA,2,4.2,3.8,5.2
48,3,1,NA,1,3.6,5.0,2.0
49,4,1,NA,1,4.2,2.6,2.2
42,3,1,NA,1,4.2,4.0,4.6
46,2,1,NA,1,4.4,2.6,4.2
40,2,1,NA,1,2.8,2.8,1.4
35,NA,2,NA,2,4.8,4.4,4.0
38,3,1,NA,1,3.0,1.0,3.4
58,5,1,NA,1,4.6,3.2,3.2
39,3,2,NA,2,5.8,4.6,5.4
43,3,2,NA,2,5.0,5.4,2.2
52,4,1,NA,1,4.0,4.6,4.4
56,3,2,NA,2,4.8,5.4,4.6
39,3,1,NA,1,5.2,3.0,4.0
57,4,1,NA,1,3.2,3.8,2.6
43,3,1,NA,1,2.6,2.8,1.2
42,3,2,NA,2,6.0,3.8,4.0
53,4,2,NA,2,4.6,4.6,4.0
40,3,2,NA,2,5.4,5.6,4.6
63,2,1,NA,1,3.8,6.0,5.0
41,3,2,NA,2,5.6,4.2,4.0
54,3,2,NA,2,5.0,5.6,6.0
45,3,1,NA,1,4.4,5.0,4.8
50,3,1,NA,1,3.6,4.2,4.6
77,4,2,NA,2,4.8,3.8,4.0
45,3,2,NA,2,4.6,3.8,4.4
44,3,2,NA,2,6.0,3.8,4.4
43,3,1,NA,1,4.4,4.6,5.4
51,2,1,NA,1,5.4,4.4,5.0
70,4,1,NA,1,5.2,5.2,4.2
38,1,1,NA,1,4.0,4.8,3.8
43,3,1,NA,1,4.6,2.4,4.6
47,3,2,NA,2,4.2,3.8,2.8
41,3,1,NA,1,5.2,5.2,4.8
41,3,2,NA,2,3.8,4.4,3.4
34,NA,2,NA,2,5.2,5.2,4.6
50,1,1,NA,1,2.8,2.8,4.0
57,3,2,NA,2,4.6,5.2,4.6
36,NA,2,NA,2,4.4,2.4,4.8
39,3,1,NA,1,4.8,2.6,1.6
46,3,2,NA,2,4.4,3.8,3.2
69,3,2,NA,2,5.25,4.6,4.2
45,5,1,NA,1,4.0,3.2,4.0
42,2,2,NA,2,4.8,2.4,5.2
39,3,2,NA,2,4.0,3.8,3.0
39,3,2,NA,2,5.0,3.6,4.8
39,3,2,NA,2,5.2,5.8,4.2
36,1,1,NA,1,4.8,3.3333333333333335,5.2
69,4,2,NA,2,5.75,4.8,3.6
74,4,2,NA,2,5.0,4.6,4.2
60,5,2,NA,2,4.8,4.6,5.2
40,3,1,NA,1,4.6,3.4,3.75
40,3,1,NA,1,4.8,4.8,5.0
48,5,2,NA,2,4.2,3.2,6.0
55,4,2,NA,2,4.2,4.8,4.6
87,5,1,NA,1,4.0,2.4,2.6
46,3,2,NA,2,5.6,5.6,5.4
43,3,1,NA,1,3.8,5.6,6.0
63,1,1,NA,1,5.4,4.0,3.8
40,3,2,NA,2,5.4,4.8,3.8
51,3,2,NA,2,5.25,4.8,5.4
76,5,2,NA,2,5.2,4.0,5.5
40,3,1,NA,1,4.8,5.0,4.8
48,4,1,NA,1,4.4,3.2,2.6
48,4,1,NA,1,4.8,5.6,2.0
45,3,2,NA,2,2.8,4.8,2.0
45,3,2,NA,2,3.0,5.0,3.0
55,4,2,NA,2,3.6,3.0,4.4
35,NA,2,NA,2,5.0,3.8,2.2
76,3,1,NA,1,4.2,3.8,3.8
40,3,2,NA,2,4.2,5.6,5.2
59,3,2,NA,2,5.8,6.0,3.6
55,2,1,NA,1,5.0,5.2,2.0
42,3,2,NA,2,5.4,4.6,5.0
46,3,2,NA,2,4.4,4.8,4.4
51,1,2,NA,2,4.6,3.4,4.4
70,4,2,NA,2,6.0,5.4,4.8
71,NA,1,NA,1,5.0,4.4,3.8
43,4,1,NA,1,2.2,6.0,3.8
60,5,2,NA,2,5.6,3.8,4.4
64,2,2,NA,2,6.0,2.6,5.2
39,3,1,NA,1,5.0,4.8,5.6
63,4,1,NA,1,2.6,4.6,3.4
40,3,2,NA,2,4.0,3.6,4.2
44,3,1,NA,1,4.2,5.4,4.6
75,4,1,NA,1,6.0,5.6,4.0
65,5,2,NA,2,5.4,2.4,5.6
45,5,2,NA,2,5.8,3.0,6.0
41,3,2,NA,2,5.6,3.6,4.8
58,2,2,NA,2,4.8,6.0,2.8
37,NA,2,NA,2,1.2,4.4,1.4
50,2,1,NA,1,5.8,4.0,5.0
42,4,1,NA,1,4.0,3.6,3.8
47,3,2,NA,2,6.0,5.4,5.2
68,3,2,NA,2,4.6,2.6,3.6
75,NA,1,NA,1,5.8,4.8,5.8
41,3,2,NA,2,5.8,4.8,4.2
43,2,1,NA,1,4.0,2.8,3.8
40,3,2,NA,2,3.0,2.6,3.6
43,3,2,NA,2,5.8,4.4,4.4
44,4,2,NA,2,5.2,4.6,4.4
49,2,2,NA,2,5.6,5.4,3.6
50,5,2,NA,2,4.2,4.2,3.6
53,3,2,NA,2,5.0,4.4,4.2
44,4,2,NA,2,5.8,3.8,4.5
46,5,2,NA,2,2.4,4.2,3.6
61,4,1,NA,1,3.4,3.4,3.6
39,1,1,NA,1,3.6,5.0,4.0
40,1,2,NA,2,1.8,2.6,1.8
64,5,2,NA,2,4.4,5.6,4.0
47,3,2,NA,2,5.8,3.4,4.4
53,4,2,NA,2,5.0,5.0,5.4
60,5,2,NA,2,4.4,4.0,2.6
37,NA,2,NA,2,2.8,4.0,5.4
40,3,2,NA,2,4.4,4.8,2.8
45,2,2,NA,2,4.6,4.6,4.0
38,3,1,NA,1,3.0,3.6,2.8
42,3,2,NA,2,5.6,2.8,5.4
47,2,1,NA,1,4.2,4.2,3.6
38,1,2,NA,2,3.6,4.4,4.2
44,4,2,NA,2,4.8,2.8,5.2
55,5,1,NA,1,4.8,4.8,4.8
60,5,1,NA,1,5.4,4.0,5.0
49,4,2,NA,2,5.4,3.25,3.8
44,4,2,NA,2,5.4,3.8,4.8
34,NA,2,NA,2,4.4,3.8,4.8
74,4,2,NA,2,4.0,5.8,4.2
49,4,2,NA,2,4.4,4.0,3.2
46,3,1,NA,1,5.2,3.4,4.8
46,3,2,NA,2,5.2,4.2,4.4
46,4,2,NA,2,4.0,5.2,3.6
59,3,2,NA,2,5.8,5.6,4.8
38,1,2,NA,2,3.2,2.6,2.2
48,2,2,NA,2,4.0,5.6,4.0
36,NA,2,NA,2,2.8,3.6,1.8
47,5,1,NA,1,5.2,4.2,3.8
43,3,1,NA,1,2.0,3.0,3.0
52,3,2,NA,2,5.6,5.6,5.2
76,5,1,NA,1,6.0,4.8,5.8
39,3,2,NA,2,5.0,4.6,5.0
46,4,2,NA,2,4.75,3.8,2.0
61,4,2,NA,2,5.2,5.8,3.4
87,5,1,NA,1,4.2,5.0,3.2
56,2,1,NA,1,3.4,5.0,2.0
52,5,2,NA,2,5.2,4.4,5.2
41,4,2,NA,2,2.8,3.6,1.4
38,3,2,NA,2,3.6,4.8,1.8
49,5,2,NA,2,3.4,4.4,2.8
46,3,2,NA,2,4.2,3.6,4.4
39,3,2,NA,2,2.8,4.4,1.6
36,NA,1,NA,1,3.8,2.4,2.4
52,4,1,NA,1,3.8,4.6,4.4
38,3,2,NA,2,5.2,4.0,3.4
39,3,2,NA,2,5.2,4.8,5.0
83,5,1,NA,1,3.8,5.0,5.2
47,5,2,NA,2,5.6,6.0,5.2
40,3,2,NA,2,2.8,2.6,1.6
74,3,2,NA,2,4.6,4.2,2.4
45,5,1,NA,1,3.8,1.8,1.4
66,4,1,NA,1,3.6,3.0,3.0
71,5,2,NA,2,5.2,5.2,3.6
58,5,2,NA,2,4.0,5.4,2.2
52,3,2,NA,2,5.0,4.6,5.8
44,4,1,NA,1,4.6,5.4,3.6
74,1,2,NA,2,4.6,4.4,3.2
58,4,1,NA,1,2.6,3.4,2.2
49,3,2,NA,2,5.2,5.2,5.0
44,5,1,NA,1,4.8,2.8,2.6
43,5,2,NA,2,5.0,2.4,4.6
45,1,1,NA,1,3.2,3.4,1.75
39,2,1,NA,1,5.8,3.2,4.6
48,3,2,NA,2,3.8,3.0,2.6
40,3,2,NA,2,5.8,5.0,5.0
49,3,2,NA,2,4.6,5.0,4.2
36,3,2,NA,2,5.0,3.2,2.8
43,2,2,NA,2,4.0,3.6,3.6
43,2,2,NA,2,2.6,3.8,4.2
40,3,2,NA,2,5.2,4.8,5.4
39,3,2,NA,2,4.6,2.2,5.2
33,NA,2,NA,2,4.6,3.8,3.6
40,3,1,NA,1,3.8,3.4,2.0
47,3,2,NA,2,3.6,3.0,2.8
41,3,1,NA,1,2.6,4.0,2.0
36,1,2,NA,2,5.2,3.6,5.2
48,4,2,NA,2,5.0,4.8,5.2
53,3,2,NA,2,4.6,4.2,3.6
47,3,2,NA,2,4.8,1.8,1.8
72,3,2,NA,2,5.4,3.8,5.0
56,5,2,NA,2,4.4,4.2,2.6
56,5,2,NA,2,5.0,5.2,2.8
49,5,2,NA,2,5.4,4.4,4.8
40,3,2,NA,2,5.0,5.2,5.4
55,5,2,NA,2,3.6,4.6,4.25
57,4,1,NA,1,3.4,5.2,3.4
62,5,2,NA,2,5.6,4.4,4.8
39,3,1,NA,1,4.4,3.2,5.0
50,4,1,NA,1,5.4,3.8,4.4
38,3,1,NA,1,4.2,3.6,4.6
29,NA,2,NA,2,5.0,3.4,5.5
47,4,2,NA,2,4.8,5.0,3.2
38,2,1,NA,1,5.2,5.8,5.2
44,2,1,NA,1,2.2,3.4,2.0
40,3,2,NA,2,3.4,3.0,2.0
34,NA,2,NA,2,2.4,4.0,3.2
41,3,2,NA,2,4.0,5.0,4.8
41,3,2,NA,2,4.0,4.0,3.6
86,5,2,NA,2,5.6,5.0,5.0
42,1,2,NA,2,5.4,4.4,5.0
69,1,1,NA,1,4.2,5.6,4.8
62,3,2,NA,2,4.75,4.4,4.2
39,4,2,NA,2,3.2,4.4,3.2
39,4,2,NA,2,3.0,4.4,3.0
52,5,2,NA,2,5.6,1.0,3.0
49,3,2,NA,2,5.8,4.6,5.8
51,4,2,NA,2,3.8,3.8,4.8
41,2,1,NA,1,5.4,3.4,5.4
47,2,2,NA,2,5.4,4.8,5.2
43,3,2,NA,2,3.4,2.6,4.8
40,3,2,NA,2,4.8,4.2,4.0
77,2,2,NA,2,4.2,4.0,3.2
58,2,2,NA,2,4.0,5.6,4.2
38,2,2,NA,2,4.8,3.2,3.8
43,2,1,NA,1,4.6,3.6,3.6
54,3,2,NA,2,5.0,5.4,4.4
87,4,1,NA,1,4.8,3.2,2.2
50,3,2,NA,2,4.6,3.4,5.8
51,5,2,NA,2,4.2,4.2,4.2
74,4,1,NA,1,3.8,5.2,1.4
52,5,1,NA,1,4.2,5.0,4.0
67,3,2,NA,2,5.4,4.4,5.25
40,3,2,NA,2,3.8,5.6,5.0
40,1,2,NA,2,1.8,1.4,1.6
54,3,2,NA,2,5.4,5.8,5.2
34,NA,2,NA,2,4.2,4.2,4.2
52,2,2,NA,2,3.2,3.0,4.0
47,3,1,NA,1,4.4,4.2,5.4
39,3,1,NA,1,4.0,3.2,3.0
40,3,2,NA,2,3.6,3.4,5.0
41,3,1,NA,1,5.0,4.0,4.0
43,3,2,NA,2,2.8,2.8,4.4
62,4,1,NA,1,4.0,4.6,2.8
47,3,2,NA,2,5.4,2.8,5.4
39,3,1,NA,1,4.8,2.6,3.6
41,3,2,NA,2,4.8,4.2,4.4
67,5,2,NA,2,5.6,4.25,3.0
78,5,2,NA,2,5.4,3.6,2.6
40,3,2,NA,2,4.4,5.0,3.0
49,3,1,NA,1,4.4,5.6,5.0
38,3,2,NA,2,5.0,2.8,4.8
38,1,2,NA,2,3.0,2.8,4.6
41,2,2,NA,2,4.4,4.6,4.4
56,5,2,NA,2,5.8,4.6,4.8
38,3,2,NA,2,3.8,4.8,4.8
73,5,2,NA,2,6.0,4.8,5.4
43,4,1,NA,1,5.0,2.4,3.4
39,3,2,NA,2,2.6,4.4,2.4
42,3,1,NA,1,4.2,4.2,4.2
39,2,2,NA,2,4.0,4.0,4.2
40,3,2,NA,2,5.2,5.6,4.8
44,4,2,NA,2,3.6,3.0,4.2
43,2,2,NA,2,4.8,4.0,4.6
40,3,1,NA,1,4.4,3.8,3.8
53,4,2,NA,2,5.4,4.6,5.0
36,1,1,NA,1,4.2,4.25,4.6
37,1,1,NA,1,6.0,3.4,4.4
41,3,2,NA,2,4.0,4.4,3.4
51,5,2,NA,2,4.0,4.2,4.0
77,2,2,NA,2,4.0,5.4,4.4
40,3,2,NA,2,6.0,4.0,4.8
39,2,2,NA,2,4.6,4.0,4.4
39,2,2,NA,2,4.6,5.0,4.4
39,2,2,NA,2,4.0,4.4,3.6
39,2,2,NA,2,4.0,5.8,3.6
39,2,2,NA,2,4.0,5.4,3.6
39,2,2,NA,2,4.0,5.4,3.6
39,2,2,NA,2,4.0,5.4,3.6
39,2,2,NA,2,4.0,5.4,3.6
39,2,2,NA,2,4.0,5.4,3.6
39,2,2,NA,2,4.0,5.4,4.6
39,3,2,NA,2,3.4,4.2,3.6
62,5,1,NA,1,4.0,4.2,2.4
66,5,2,NA,2,4.4,4.4,4.6
40,2,2,NA,2,5.2,5.0,4.8
40,3,2,NA,2,4.4,4.2,3.2
40,4,2,NA,2,3.8,3.6,3.8
41,3,2,NA,2,4.6,5.6,4.5
45,2,1,NA,1,5.4,5.4,5.0
39,2,2,NA,2,4.0,4.6,4.4
72,5,2,NA,2,5.4,3.6,5.0
40,3,1,NA,1,4.0,4.4,3.2
39,3,2,NA,2,3.6,4.2,3.0
54,3,1,NA,1,5.2,5.4,5.0
49,3,1,NA,1,3.2,3.4,2.8
56,2,2,NA,2,4.2,3.8,4.8
38,1,1,NA,1,3.2,4.4,3.0
45,3,1,NA,1,4.4,3.2,3.2
50,3,2,NA,2,3.6,4.4,3.6
52,5,1,NA,1,5.0,4.6,5.4
52,3,2,NA,2,4.6,3.2,3.0
36,1,2,NA,2,2.8,4.8,5.0
39,3,2,NA,2,2.0,3.6,3.4
49,5,1,NA,1,5.2,5.6,4.8
50,4,2,NA,2,5.0,4.0,4.4
47,3,2,NA,2,4.8,4.0,4.2
61,5,2,NA,2,5.4,4.0,4.0
48,4,2,NA,2,3.0,3.6,4.0
46,5,1,NA,1,3.8,4.4,3.6
55,5,1,NA,1,5.6,4.6,5.0
63,4,2,NA,2,4.0,4.4,4.4
57,5,2,NA,2,5.2,4.4,3.0
43,5,1,NA,1,5.25,3.6,2.8
40,5,1,NA,1,6.0,6.0,4.8
44,2,2,NA,2,5.0,4.8,4.25
41,5,1,NA,1,5.4,6.0,5.0
42,4,2,NA,2,3.0,5.8,2.0
40,3,2,NA,2,5.2,3.4,4.4
47,3,2,NA,2,4.6,4.6,3.4
75,2,2,NA,2,4.8,5.0,3.2
59,3,2,NA,2,4.6,3.8,3.4
51,5,2,NA,2,4.2,3.0,4.4
53,5,2,NA,2,3.0,5.4,5.4
44,4,2,NA,2,4.8,5.2,4.8
42,4,2,NA,2,4.0,3.8,3.8
70,3,1,NA,1,4.4,4.0,3.4
42,4,1,NA,1,5.2,4.4,5.4
72,3,2,NA,2,6.0,4.0,5.6
52,5,2,NA,2,4.2,2.8,4.0
45,5,1,NA,1,3.6,3.6,2.6
43,3,2,NA,2,3.6,3.6,3.8
39,2,2,NA,2,3.8,3.4,4.0
53,5,2,NA,2,5.4,4.8,5.4
66,4,1,NA,1,4.4,3.6,4.4
71,5,2,NA,2,5.25,4.8,3.2
57,4,2,NA,2,4.2,2.8,1.4
39,3,2,NA,2,3.4,3.8,2.8
40,2,1,NA,1,4.2,4.0,4.8
64,4,2,NA,2,2.8,3.4,4.6
51,3,2,NA,2,5.2,5.8,5.0
42,3,2,NA,2,4.8,5.6,5.8
40,3,1,NA,1,4.2,3.8,4.2
42,4,1,NA,1,5.8,2.25,4.4
39,3,2,NA,2,5.0,5.2,5.2
39,3,2,NA,2,4.2,2.0,2.0
60,3,2,NA,2,5.8,4.4,4.8
50,5,2,NA,2,5.2,5.2,3.8
73,5,1,NA,1,6.0,6.0,6.0
40,3,1,NA,1,5.8,2.2,4.4
90,4,1,NA,1,5.2,4.6,4.2
76,4,2,NA,2,5.6,4.6,5.4
51,2,2,NA,2,5.2,2.4,5.0
40,3,1,NA,1,3.2,4.8,3.4
45,2,2,NA,2,3.0,4.4,2.0
40,3,2,NA,2,4.0,3.4,4.6
51,3,2,NA,2,5.4,3.8,5.4
33,NA,2,NA,2,4.0,3.5,4.333333333333333
47,4,2,NA,2,5.0,4.6,5.0
33,NA,2,NA,2,4.4,4.8,4.0
51,3,2,NA,2,4.4,3.8,4.0
41,3,2,NA,2,4.2,2.6,3.8
40,3,2,NA,2,6.0,4.6,5.0
38,3,2,NA,2,5.2,3.8,3.6
38,3,1,NA,1,3.5,3.2,3.0
44,2,2,NA,2,5.8,5.4,5.6
65,3,2,NA,2,5.2,5.4,4.0
60,1,1,NA,1,5.4,4.0,4.2
48,5,1,NA,1,5.0,3.8,4.2
44,2,1,NA,1,3.0,3.8,3.2
45,1,1,NA,1,4.6,5.8,4.6
40,2,2,NA,2,3.8,3.4,5.2
35,1,1,NA,1,5.2,4.0,4.6
39,3,2,NA,2,4.0,3.2,5.0
59,5,2,NA,2,5.4,3.6,4.6
59,4,1,NA,1,6.0,4.8,5.0
39,2,2,NA,2,4.0,4.4,4.5
39,2,2,NA,2,4.8,4.2,5.0
43,3,1,NA,1,4.8,4.4,5.0
37,1,1,NA,1,4.4,4.0,5.8
63,5,2,NA,2,5.2,3.8,3.8
40,3,1,NA,1,3.8,5.0,5.0
39,3,1,NA,1,4.2,3.8,4.2
82,1,2,NA,2,6.0,3.8,5.4
40,3,2,NA,2,4.6,3.2,4.6
42,4,2,NA,2,3.4,3.6,2.6
41,2,2,NA,2,3.4,5.6,3.6
43,3,2,NA,2,5.8,5.0,4.6
38,3,2,NA,2,3.6,5.2,5.0
