age,education,gender,univ,prog_year,agreeableness,conscientiousness,performance
67,4,2,NA,2,4.0,2.8,1.5
47,4,2,NA,2,4.8,4.8,5.6
59,3,2,NA,2,4.2,3.0,3.8
41,3,2,NA,2,5.2,4.8,4.0
40,3,2,NA,2,4.4,4.75,4.2
40,3,2,NA,2,4.6,5.0,3.6
51,4,2,NA,2,5.6,5.4,3.6
38,3,1,NA,1,4.4,5.0,4.8
49,3,2,NA,2,6.0,5.2,5.0
36,NA,2,NA,2,5.6,4.2,3.6
40,2,2,NA,2,5.0,4.2,5.2
41,3,2,NA,2,5.4,2.2,3.8
40,3,2,NA,2,5.4,3.6,3.8
53,4,2,NA,2,3.8,4.6,3.8
39,3,2,NA,2,4.8,4.4,5.4
40,3,2,NA,2,3.0,5.0,4.8
71,5,2,NA,2,4.4,4.8,4.6
50,3,2,NA,2,5.8,4.2,5.0
40,3,1,NA,1,4.4,4.0,3.4
42,1,1,NA,1,5.2,3.2,2.2
38,1,1,NA,1,5.0,3.6,3.0
54,2,1,NA,1,5.8,3.8,5.6
43,1,1,NA,1,4.8,3.6,4.8
43,3,2,NA,2,5.0,4.8,3.8
49,2,1,NA,1,4.2,4.4,3.4
41,3,2,NA,2,5.2,5.2,3.4
44,4,2,NA,2,5.6,5.0,4.6
70,3,2,NA,2,6.0,3.8,5.0
44,3,2,NA,2,4.6,5.4,4.8
62,3,2,NA,2,5.8,5.25,3.4
45,1,2,NA,2,3.0,4.0,3.2
46,2,2,NA,2,4.0,4.0,3.8
39,3,2,NA,2,5.2,3.8,3.8
59,3,2,NA,2,5.0,3.4,3.6
38,1,2,NA,2,4.2,4.0,5.0
62,5,2,NA,2,6.0,5.0,5.4
60,5,2,NA,2,5.0,4.4,2.4
40,1,2,NA,2,4.2,4.4,3.4
77,3,2,NA,2,5.4,3.6,4.0
39,3,1,NA,1,2.8,4.8,2.8
46,3,2,NA,2,3.6,6.0,2.0
42,3,2,NA,2,5.4,5.2,3.8
39,3,2,NA,2,5.6,4.8,4.4
49,2,2,NA,2,3.8,4.6,4.4
41,3,1,NA,1,4.4,4.6,5.6
38,3,1,NA,1,3.4,5.8,3.2
83,3,2,NA,2,6.0,4.8,5.8
45,4,2,NA,2,5.4,4.8,3.2
45,4,2,NA,2,5.4,6.0,5.8
43,3,1,NA,1,5.25,5.0,5.4
37,NA,2,NA,2,4.4,3.0,1.8
68,4,2,NA,2,4.6,5.0,3.4
40,3,1,NA,1,4.6,3.6,5.2
39,3,2,NA,2,4.8,4.6,5.4
57,3,2,NA,2,4.2,4.2,4.0
40,3,2,NA,2,5.2,4.8,4.6
40,3,1,NA,1,4.4,4.2,5.0
53,3,2,NA,2,5.0,5.8,5.2
40,3,2,NA,2,3.8,4.2,4.4
38,3,1,NA,1,4.0,4.6,4.2
38,1,2,NA,2,5.0,4.0,2.6
40,3,2,NA,2,5.0,3.8,4.0
56,4,2,NA,2,4.2,4.0,3.75
43,3,2,NA,2,6.0,5.4,4.4
45,3,1,NA,1,3.6,4.2,3.4
37,NA,1,NA,1,2.5,4.5,4.5
68,3,2,NA,2,5.6,4.2,5.6
64,1,2,NA,2,5.2,4.4,4.0
66,1,2,NA,2,4.4,4.4,4.0
39,3,1,NA,1,4.8,5.2,1.8
43,3,2,NA,2,5.2,5.4,4.4
43,3,1,NA,1,2.0,5.8,1.0
40,2,1,NA,1,4.25,4.0,2.5
76,4,1,NA,1,6.0,5.0,5.0
48,5,2,NA,2,3.4,4.2,5.0
37,1,2,NA,2,4.2,3.4,5.6
42,4,1,NA,1,3.2,2.0,2.6
45,5,2,NA,2,4.0,5.2,4.8
64,4,2,NA,2,5.0,5.0,5.6
56,3,1,NA,1,3.8,3.6,4.2
56,4,1,NA,1,4.2,4.6,3.2
46,3,1,NA,1,3.2,2.8,3.8
47,3,2,NA,2,5.0,4.4,6.0
47,4,1,NA,1,5.4,3.6,4.2
44,3,2,NA,2,4.4,4.2,3.2
53,5,2,NA,2,3.6,4.0,1.2
39,3,2,NA,2,4.8,3.8,3.2
65,3,2,NA,2,5.8,5.2,4.2
43,3,1,NA,1,4.75,4.4,3.2
42,3,2,NA,2,4.0,4.0,3.6
55,4,1,NA,1,5.4,5.2,3.6
40,3,2,NA,2,5.8,5.6,5.4
62,3,1,NA,1,3.8,4.0,3.0
54,4,2,NA,2,5.8,5.0,4.6
44,1,2,NA,2,4.4,3.2,5.0
49,3,1,NA,1,4.2,5.0,3.8
41,3,2,NA,2,5.4,4.6,4.4
47,5,2,NA,2,3.8,4.2,2.8
42,2,2,NA,2,3.4,3.0,3.4
48,4,2,NA,2,4.6,4.6,3.2
61,5,1,NA,1,4.8,4.0,5.0
68,5,2,NA,2,5.0,4.8,4.6
51,3,1,NA,1,3.8,5.6,3.4
72,4,1,NA,1,5.2,3.8,3.2
61,1,2,NA,2,6.0,6.0,2.0
42,4,2,NA,2,4.4,2.4,5.4
68,4,1,NA,1,3.8,3.6,4.4
50,4,2,NA,2,5.2,4.2,5.4
59,5,1,NA,1,3.4,2.4,2.6
57,3,1,NA,1,4.0,4.2,4.0
36,NA,2,NA,2,2.0,4.4,3.4
37,2,2,NA,2,4.6,4.6,3.6
57,4,2,NA,2,5.0,4.4,2.8
81,5,2,NA,2,6.0,4.6,5.0
34,1,2,NA,2,5.8,4.2,3.2
40,3,1,NA,1,5.4,4.4,4.4
52,4,1,NA,1,3.4,4.4,4.6
42,4,2,NA,2,4.2,3.8,4.6
40,3,1,NA,1,3.8,4.0,2.8
53,5,2,NA,2,5.8,5.4,5.8
43,3,2,NA,2,3.4,4.2,5.4
41,3,1,NA,1,5.4,5.6,5.8
63,3,1,NA,1,4.8,3.8,3.4
67,1,2,NA,2,4.8,4.6,2.6
59,3,2,NA,2,4.2,4.0,3.8
46,3,2,NA,2,5.2,5.4,4.2
43,3,1,NA,1,5.0,5.2,4.2
43,4,2,NA,2,4.8,4.4,4.8
41,5,2,NA,2,4.8,4.666666666666667,5.2
67,5,2,NA,2,5.2,6.0,5.2
38,3,2,NA,2,5.25,3.6,3.6
40,2,1,NA,1,4.2,3.6,4.6
40,3,2,NA,2,4.0,4.2,4.8
64,3,2,NA,2,5.4,4.8,5.4
40,3,2,NA,2,3.2,5.2,4.8
49,3,2,NA,2,5.0,3.8,5.0
40,3,2,NA,2,5.2,4.4,3.8
74,5,2,NA,2,5.6,4.8,4.6
54,3,2,NA,2,4.0,3.6,4.4
48,3,1,NA,1,3.2,3.2,4.6
37,2,2,NA,2,5.0,5.0,6.0
40,1,2,NA,2,5.4,4.6,5.4
37,NA,2,NA,2,3.4,5.6,2.2
44,4,2,NA,2,5.8,4.8,5.0
40,3,1,NA,1,5.2,4.2,6.0
40,1,2,NA,2,4.4,2.6,3.6
39,3,2,NA,2,4.2,5.2,5.2
54,4,2,NA,2,6.0,3.4,3.6
64,5,2,NA,2,4.2,4.4,3.8
52,5,2,NA,2,2.8,4.2,4.4
58,5,2,NA,2,3.6,4.4,3.6
46,5,1,NA,1,3.2,2.4,3.0
57,5,2,NA,2,4.8,3.6,4.25
50,3,2,NA,2,5.4,5.2,5.0
59,2,2,NA,2,6.0,3.4,4.0
45,5,2,NA,2,5.2,4.8,3.6
39,3,2,NA,2,5.4,6.0,6.0
36,NA,2,NA,2,4.6,4.6,2.6
49,4,2,NA,2,4.2,4.8,6.0
40,3,2,NA,2,5.6,2.75,5.0
43,5,1,NA,1,4.0,4.8,3.2
39,3,2,NA,2,4.6,4.0,4.2
59,4,2,NA,2,4.2,4.0,4.2
56,2,1,NA,1,6.0,5.0,6.0
66,4,2,NA,2,5.6,3.6,3.6
40,3,1,NA,1,4.6,4.4,5.4
41,3,1,NA,1,4.8,4.6,3.0
40,3,2,NA,2,5.0,4.2,3.0
38,3,2,NA,2,5.6,5.0,4.6
67,5,2,NA,2,4.6,6.0,2.6
39,3,2,NA,2,3.6,5.8,4.8
58,3,2,NA,2,6.0,5.4,4.6
48,3,2,NA,2,5.0,4.2,4.0
43,2,2,NA,2,4.25,4.75,4.2
40,3,2,NA,2,4.0,3.6,3.6
55,5,2,NA,2,4.2,4.4,2.4
63,4,2,NA,2,5.2,4.0,5.2
40,3,1,NA,1,5.4,2.2,5.2
55,5,2,NA,2,3.8,5.8,2.6
41,4,1,NA,1,5.0,4.4,5.5
50,NA,1,NA,1,4.4,4.4,4.0
50,3,2,NA,2,4.4,2.0,2.8
54,3,1,NA,1,3.4,4.8,3.4
67,2,2,NA,2,5.8,5.2,4.0
78,5,1,NA,1,5.4,5.6,4.0
49,3,1,NA,1,5.8,5.0,5.8
67,3,2,NA,2,5.8,4.8,3.6
40,3,2,NA,2,4.8,4.6,5.4
41,1,2,NA,2,5.0,4.8,5.6
40,1,1,NA,1,4.8,4.8,3.4
60,3,1,NA,1,5.2,5.0,3.0
37,NA,2,NA,2,5.2,3.8,4.4
43,3,1,NA,1,6.0,5.2,6.0
52,5,2,NA,2,5.4,4.8,5.4
38,1,2,NA,2,6.0,5.4,4.2
42,3,1,NA,1,4.8,4.4,3.8
45,3,2,NA,2,5.8,3.4,5.8
46,5,1,NA,1,4.4,4.2,2.6
49,3,2,NA,2,5.6,4.2,4.4
44,3,2,NA,2,5.0,3.4,5.0
66,3,2,NA,2,5.8,4.6,5.6
76,5,2,NA,2,5.4,2.8,3.2
59,2,2,NA,2,4.8,3.4,3.8
59,5,1,NA,1,4.4,4.6,4.6
62,1,2,NA,2,4.2,4.4,3.2
52,5,1,NA,1,5.0,3.0,5.8
62,4,2,NA,2,5.4,2.8,5.4
39,3,2,NA,2,4.2,4.6,3.8
82,5,2,NA,2,4.4,2.2,2.4
56,4,2,NA,2,5.0,4.6,1.6
38,1,1,NA,1,5.8,5.4,2.6
51,5,2,NA,2,4.8,3.4,5.4
44,3,1,NA,1,4.8,5.0,4.6
40,1,2,NA,2,5.0,4.8,4.2
50,4,1,NA,1,4.0,3.4,4.2
43,5,2,NA,2,4.8,5.0,6.0
43,2,2,NA,2,4.6,3.4,4.6
38,3,2,NA,2,5.8,5.8,5.6
47,5,2,NA,2,3.8,4.6,3.0
44,4,2,NA,2,5.4,4.8,4.8
39,3,2,NA,2,5.4,4.0,4.0
59,3,2,NA,2,5.8,4.2,4.8
71,4,1,NA,1,3.2,3.75,2.5
36,NA,2,NA,2,4.6,3.8,4.2
36,NA,1,NA,1,4.8,4.0,4.0
39,3,2,NA,2,5.0,3.6,2.4
37,1,1,NA,1,4.0,4.2,3.8
48,5,2,NA,2,4.8,4.25,4.2
56,4,2,NA,2,2.8,2.2,3.0
51,4,2,NA,2,4.8,4.4,3.8
56,3,1,NA,1,5.2,4.8,4.4
51,5,1,NA,1,4.4,5.4,5.0
39,4,2,NA,2,5.0,4.75,5.8
55,4,1,NA,1,6.0,5.8,6.0
39,3,1,NA,1,2.4,5.0,2.4
37,1,2,NA,2,5.8,1.6,5.0
39,3,2,NA,2,5.0,5.8,4.2
35,NA,2,NA,2,3.0,4.0,4.0
38,1,2,NA,2,2.8,5.4,4.0
34,1,2,NA,2,4.8,3.6,2.6
34,NA,2,NA,2,2.0,2.4,3.4
48,5,2,NA,2,3.0,4.8,4.75
40,3,2,NA,2,4.0,2.8,2.4
40,3,2,NA,2,4.0,4.2,3.4
41,2,1,NA,1,4.0,4.2,4.0
50,4,1,NA,1,2.4,4.6,1.8
47,4,1,NA,1,3.0,3.2,2.8
57,5,2,NA,2,5.4,3.0,4.0
51,4,1,NA,1,3.4,4.8,2.8
52,4,2,NA,2,4.8,4.8,3.6
39,1,1,NA,1,5.2,3.2,5.2
62,3,1,NA,1,4.2,4.6,4.4
40,3,1,NA,1,4.6,5.4,4.6
44,4,2,NA,2,5.8,4.6,4.6
47,5,2,NA,2,6.0,4.6,3.2
41,3,1,NA,1,5.0,4.6,2.6
56,3,2,NA,2,5.2,4.8,4.2
68,2,1,NA,1,1.8,5.0,1.4
41,3,1,NA,1,4.4,4.0,3.6
51,2,2,NA,2,3.8,3.8,3.4
42,4,2,NA,2,5.4,5.4,5.2
43,3,2,NA,2,4.2,4.0,4.6
43,5,2,NA,2,4.6,5.4,3.8
50,4,1,NA,1,4.6,2.4,3.6
55,5,2,NA,2,5.2,4.6,4.4
41,3,2,NA,2,4.4,4.0,5.8
42,3,2,NA,2,4.6,1.8,5.0
48,5,1,NA,1,5.0,3.6,2.8
40,3,2,NA,2,4.8,4.2,4.2
71,4,2,NA,2,3.8,4.0,4.2
39,2,2,NA,2,3.4,3.4,4.4
44,4,2,NA,2,3.8,4.6,4.6
65,5,2,NA,2,5.6,5.6,5.0
41,1,2,NA,2,4.6,5.0,3.5
46,3,1,NA,1,4.6,5.0,4.0
42,2,1,NA,1,3.6,2.8,4.2
70,4,2,NA,2,4.4,3.6,2.4
56,5,2,NA,2,5.4,4.4,4.8
70,4,1,NA,1,3.8,3.4,1.2
42,2,1,NA,1,5.2,4.0,3.6
43,4,2,NA,2,2.0,3.8,1.4
35,1,2,NA,2,5.0,2.4,4.0
35,NA,2,NA,2,3.8,2.6,1.2
41,3,1,NA,1,2.6,4.2,1.6
43,3,2,NA,2,4.6,4.6,4.0
55,5,2,NA,2,5.6,3.2,4.8
53,5,2,NA,2,5.0,4.2,4.0
47,NA,2,NA,2,4.8,4.2,2.8
49,2,1,NA,1,5.6,5.4,6.0
41,3,1,NA,1,4.6,5.4,4.4
51,3,1,NA,1,4.8,3.6,2.6
41,3,1,NA,1,4.2,4.8,5.4
46,5,1,NA,1,2.4,5.0,3.4
40,3,2,NA,2,6.0,5.6,5.4
76,5,2,NA,2,4.4,3.2,4.6
23,5,1,NA,1,4.8,4.2,4.4
85,2,1,NA,1,3.6,4.4,4.0
54,3,2,NA,2,4.0,4.8,4.2
49,4,2,NA,2,5.0,5.0,3.2
41,4,2,NA,2,4.2,4.2,4.4
52,2,2,NA,2,4.75,5.0,5.4
46,2,1,NA,1,4.8,3.2,4.8
47,4,1,NA,1,2.6,3.0,2.2
65,4,2,NA,2,5.6,5.8,5.2
37,NA,1,NA,1,4.0,4.2,2.6
40,3,2,NA,2,5.0,5.0,4.6
40,2,2,NA,2,5.2,5.4,4.8
63,4,1,NA,1,4.6,5.2,1.2
46,5,2,NA,2,5.0,5.6,4.2
75,4,1,NA,1,5.2,5.6,4.0
58,5,2,NA,2,6.0,4.8,5.2
52,4,2,NA,2,4.2,5.4,3.6
39,1,2,NA,2,4.6,4.6,2.8
42,3,1,NA,1,5.2,4.25,5.2
41,3,2,NA,2,4.8,4.2,4.2
60,5,2,NA,2,5.8,3.6,5.6
39,4,2,NA,2,4.4,5.0,4.6
43,3,1,NA,1,4.0,5.0,3.8
38,1,1,NA,1,5.0,5.4,4.6
52,3,1,NA,1,5.0,4.2,4.6
69,1,1,NA,1,5.2,4.2,3.8
62,3,2,NA,2,5.6,5.2,5.6
51,NA,2,NA,2,5.6,1.2,4.2
43,3,2,NA,2,4.6,4.0,5.0
50,5,2,NA,2,5.4,5.4,3.0
44,1,2,NA,2,4.2,4.6,4.4
46,5,1,NA,1,2.8,3.6,2.0
41,3,1,NA,1,4.8,3.0,4.8
41,3,2,NA,2,3.8,4.2,4.75
43,5,1,NA,1,5.4,2.8,4.0
81,2,2,NA,2,6.0,6.0,5.4
35,NA,1,NA,1,4.0,4.2,4.8
48,4,1,NA,1,5.4,3.4,5.6
45,3,1,NA,1,2.6,4.6,2.6
54,5,1,NA,1,5.4,5.2,5.4
41,2,2,NA,2,4.0,4.2,3.4
61,NA,1,NA,1,4.0,3.2,4.6
43,5,2,NA,2,2.8,1.8,3.2
72,NA,1,NA,1,4.8,3.6,4.25
40,3,1,NA,1,5.0,3.8,2.4
39,3,2,NA,2,4.2,5.0,2.8
56,3,2,NA,2,5.2,2.0,5.4
38,3,2,NA,2,5.6,4.8,5.0
39,3,2,NA,2,4.6,3.6,2.2
42,3,2,NA,2,4.2,2.2,4.8
39,3,2,NA,2,5.8,4.2,4.6
44,3,2,NA,2,4.0,3.8,4.8
44,5,2,NA,2,4.0,4.4,4.0
38,3,2,NA,2,5.6,4.6,5.2
42,3,1,NA,1,5.0,5.0,5.4
47,2,1,NA,1,5.4,2.4,4.0
32,NA,1,NA,1,3.8,3.6,3.0
33,NA,1,NA,1,3.6,3.4,4.0
32,NA,1,NA,1,4.6,3.2,4.4
32,NA,1,NA,1,4.6,5.6,5.0
31,NA,2,NA,2,5.8,3.8,5.2
32,NA,2,NA,2,3.0,4.4,5.2
32,NA,1,NA,1,3.4,4.6,4.0
32,NA,2,NA,2,4.4,4.2,3.0
32,NA,2,NA,2,4.8,4.8,3.4
32,NA,2,NA,2,3.6,5.6,5.4
32,NA,2,NA,2,4.0,3.6,3.0
34,NA,2,NA,2,4.6,4.8,4.0
40,3,1,NA,1,4.4,4.4,4.6
43,3,1,NA,1,1.8,5.8,4.2
48,3,2,NA,2,2.75,3.4,5.4
40,3,1,NA,1,4.2,4.2,4.4
37,NA,1,NA,1,3.2,3.2,3.0
36,NA,2,NA,2,2.8,4.4,1.8
36,NA,2,NA,2,4.6,4.0,4.2
37,NA,2,NA,2,2.2,2.0,1.6
38,NA,1,NA,1,3.4,5.25,4.2
37,NA,1,NA,1,4.0,3.4,5.0
37,NA,2,NA,2,4.2,2.4,3.5
32,NA,2,NA,2,4.2,4.4,3.2
32,NA,1,NA,1,1.8,2.4,5.2
32,NA,2,NA,2,3.4,5.0,4.0
32,NA,1,NA,1,5.0,4.75,5.2
32,NA,1,NA,1,4.0,3.6,3.8
32,NA,1,NA,1,2.6,3.4,5.0
33,NA,1,NA,1,4.0,3.0,2.5
44,4,2,NA,2,5.0,4.6,4.4
42,5,1,NA,1,6.0,6.0,5.4
39,1,2,NA,2,3.6,3.2,1.6
64,3,1,NA,1,4.4,4.6,3.4
49,5,1,NA,1,3.4,1.8,2.2
43,4,2,NA,2,4.6,1.4,3.4
45,3,1,NA,1,3.4,4.4,3.8
77,3,2,NA,2,4.8,5.2,5.0
39,3,2,NA,2,4.8,4.4,3.2
46,4,2,NA,2,4.8,5.0,4.4
39,3,2,NA,2,3.2,3.4,3.2
54,4,1,NA,1,2.8,5.0,2.0
39,3,2,NA,2,4.8,3.4,2.8
58,3,1,NA,1,3.4,3.6,4.6
40,3,2,NA,2,4.8,4.4,5.0
42,2,1,NA,1,4.6,3.4,4.8
45,3,2,NA,2,4.4,5.6,4.4
53,5,1,NA,1,4.4,3.2,2.0
58,3,2,NA,2,5.2,6.0,5.8
39,5,2,NA,2,5.4,3.6,5.2
55,5,2,NA,2,5.2,4.4,3.6
31,NA,2,NA,2,4.666666666666667,5.333333333333333,5.0
32,NA,1,NA,1,2.4,3.4,3.8
32,NA,1,NA,1,5.0,5.2,4.6
32,NA,1,NA,1,2.8,3.6,3.6
32,NA,2,NA,2,5.6,4.4,3.8
60,5,1,NA,1,3.8,4.6,3.8
32,NA,2,NA,2,3.6,3.6,4.4
32,NA,2,NA,2,2.6,3.2,4.6
32,NA,2,NA,2,5.2,2.8,4.0
32,NA,2,NA,2,4.6,5.6,4.8
62,4,2,NA,2,5.8,4.6,5.0
47,5,1,NA,1,5.6,3.0,5.8
51,4,1,NA,1,4.2,4.6,3.4
44,3,2,NA,2,4.4,5.0,4.4
64,5,1,NA,1,5.2,3.4,4.0
57,2,1,NA,1,2.8,5.0,4.2
53,2,1,NA,1,4.8,5.4,5.2
46,3,1,NA,1,5.0,5.0,3.0
53,3,2,NA,2,5.8,4.4,4.8
46,3,1,NA,1,4.8,3.4,5.2
66,4,1,NA,1,5.4,5.8,5.8
39,4,2,NA,2,6.0,5.2,4.6
42,3,2,NA,2,5.2,4.4,4.0
36,NA,1,NA,1,4.0,4.0,4.2
48,2,1,NA,1,2.2,1.2,2.0
49,4,2,NA,2,6.0,4.2,6.0
51,5,2,NA,2,4.6,3.8,3.6
38,3,2,NA,2,4.6,3.2,3.8
49,3,2,NA,2,5.0,4.6,3.0
40,2,1,NA,1,4.6,5.4,4.0
42,2,1,NA,1,3.4,4.2,3.6
65,5,1,NA,1,5.6,3.2,5.4
39,1,1,NA,1,3.6,4.4,3.4
59,3,1,NA,1,6.0,6.0,6.0
41,3,1,NA,1,2.6,2.8,2.4
66,5,1,NA,1,4.2,4.0,2.4
37,NA,2,NA,2,4.8,4.6,5.8
54,4,2,NA,2,5.4,5.4,6.0
44,1,2,NA,2,5.0,4.6,4.4
69,4,2,NA,2,3.75,4.4,4.0
40,3,2,NA,2,5.6,4.4,4.4
63,5,1,NA,1,5.0,5.6,4.8
58,2,2,NA,2,5.8,5.0,5.2
71,4,2,NA,2,5.2,5.2,4.6
40,2,2,NA,2,2.8,1.6,1.2
47,4,2,NA,2,1.6,3.0,1.2
43,5,2,NA,2,5.0,3.6,3.0
77,5,1,NA,1,5.25,3.0,5.6
47,5,2,NA,2,4.2,5.2,3.0
45,3,1,NA,1,5.2,5.6,5.2
43,3,1,NA,1,3.4,5.6,2.2
58,3,2,NA,2,3.4,3.6,2.6
38,3,2,NA,2,4.2,4.6,4.8
45,4,1,NA,1,5.2,3.6,5.8
39,3,2,NA,2,4.4,4.0,1.8
47,2,1,NA,1,6.0,6.0,6.0
45,5,2,NA,2,4.4,5.0,2.8
42,3,2,NA,2,5.6,5.8,4.6
42,3,2,NA,2,4.5,4.0,5.0
42,3,2,NA,2,5.0,4.2,4.8
42,3,2,NA,2,5.0,4.2,4.8
35,NA,2,NA,2,3.4,3.6,2.6
53,4,2,NA,2,5.4,5.0,4.8
35,NA,1,NA,1,4.4,3.8,4.2
35,NA,2,NA,2,4.4,3.6,3.6
68,3,2,NA,2,5.0,4.4,4.0
48,4,2,NA,2,5.2,2.2,5.2
40,3,1,NA,1,4.4,4.6,4.4
74,2,1,NA,1,4.8,4.8,4.2
42,3,1,NA,1,4.2,4.0,2.8
43,1,2,NA,2,4.2,4.4,3.4
36,NA,2,NA,2,4.8,4.0,2.4
52,2,2,NA,2,4.2,3.6,3.6
66,4,2,NA,2,3.8,3.4,1.4
42,3,2,NA,2,4.8,4.8,4.6
43,3,2,NA,2,5.2,3.2,2.6
60,5,2,NA,2,5.2,5.6,5.0
42,2,2,NA,2,2.2,2.4,3.8
76,3,2,NA,2,5.6,2.8,4.0
63,1,1,NA,1,3.8,5.6,3.2
32,NA,1,NA,1,3.0,2.0,6.0
48,4,1,NA,1,4.4,5.4,5.4
37,1,2,NA,2,5.2,1.8,4.0
63,5,1,NA,1,3.8,4.4,2.8
39,3,1,NA,1,4.8,3.8,5.2
45,5,2,NA,2,4.6,5.8,4.0
42,3,1,NA,1,4.8,4.4,3.2
59,2,2,NA,2,4.2,2.4,5.0
58,3,1,NA,1,2.4,3.8,2.0
36,NA,2,NA,2,4.2,4.4,3.6
45,5,2,NA,2,4.8,4.2,4.8
56,5,1,NA,1,2.6,4.4,3.6
58,2,2,NA,2,4.8,4.4,4.4
38,3,2,NA,2,3.8,3.6,4.6
67,4,2,NA,2,4.8,4.0,2.8
60,1,2,NA,2,3.8,4.4,4.4
41,3,1,NA,1,4.6,4.8,3.8
36,NA,2,NA,2,4.4,4.2,3.8
45,3,2,NA,2,5.4,4.6,4.2
37,1,1,NA,1,3.4,3.0,3.8
61,3,2,NA,2,5.2,4.2,4.8
72,4,2,NA,2,5.2,5.0,6.0
48,5,1,NA,1,5.8,4.2,3.6
46,5,2,NA,2,6.0,5.8,5.0
46,3,1,NA,1,2.6,2.8,1.2
41,3,2,NA,2,5.8,3.4,4.4
37,NA,1,NA,1,3.8,3.8,2.4
42,3,2,NA,2,4.8,4.0,4.0
37,1,1,NA,1,4.0,3.8,3.2
43,4,1,NA,1,5.0,4.8,4.2
55,4,1,NA,1,4.8,3.6,4.8
49,3,1,NA,1,1.6,2.6,2.6
53,4,2,NA,2,5.0,4.2,4.4
41,3,1,NA,1,4.8,4.8,2.4
62,2,2,NA,2,5.0,5.6,3.6
34,NA,2,NA,2,4.4,4.2,2.8
51,4,2,NA,2,4.4,3.6,4.4
57,4,2,NA,2,4.2,4.4,3.4
63,2,1,NA,1,4.75,4.0,5.0
46,4,2,NA,2,5.0,5.4,4.4
45,3,2,NA,2,3.8,3.8,2.6
38,1,2,NA,2,4.0,3.6,1.2
39,2,1,NA,1,3.4,3.0,4.2
53,2,1,NA,1,5.0,5.0,3.4
43,4,2,NA,2,5.4,6.0,3.8
51,3,2,NA,2,4.2,5.0,3.4
36,NA,2,NA,2,4.6,4.6,3.4
43,3,1,NA,1,4.0,4.6,4.0
45,3,1,NA,1,4.2,3.6,4.0
40,3,1,NA,1,5.6,4.4,4.2
45,3,2,NA,2,4.2,3.6,2.2
65,1,2,NA,2,4.0,4.6,4.2
46,3,1,NA,1,5.0,5.2,3.8
56,2,1,NA,1,6.0,5.8,6.0
52,3,2,NA,2,6.0,5.8,4.8
44,3,2,NA,2,3.6,5.25,4.0
50,4,2,NA,2,5.0,5.4,5.0
67,4,1,NA,1,5.0,4.4,1.0
42,3,2,NA,2,5.4,3.8,5.2
41,1,2,NA,2,4.666666666666667,4.8,5.5
41,1,2,NA,2,5.6,4.6,5.4
60,5,2,NA,2,4.6,4.8,2.6
44,3,2,NA,2,5.6,5.4,5.8
67,3,2,NA,2,4.6,3.2,3.2
49,2,1,NA,1,5.6,4.8,5.2
48,5,1,NA,1,5.0,3.6,4.4
53,5,2,NA,2,4.0,5.6,4.8
43,3,2,NA,2,4.4,3.6,3.0
42,3,2,NA,2,3.0,3.0,3.4
42,3,2,NA,2,4.6,3.8,4.6
44,4,2,NA,2,3.0,4.2,2.4
35,NA,1,NA,1,4.0,3.4,4.4
39,3,1,NA,1,2.2,6.0,5.0
47,4,1,NA,1,4.2,3.2,4.2
49,4,2,NA,2,4.0,5.4,5.0
51,4,1,NA,1,2.8,4.2,4.6
70,4,2,NA,2,3.0,4.2,2.6
